what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.artifact.repository",1480642716313
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1480642716314
started,bundle,org.eclipse.equinox.p2.director,2.0.0.v20100525,"org.eclipse.equinox.p2.director",1480642716335
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1480642716336
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1480642716336
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1480642716336
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1480642716382
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1480642716382
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1480642716401
started,bundle,org.eclipse.equinox.p2.publisher,1.1.0.v20100513,"org.eclipse.equinox.p2.publisher",1480642716401
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1480642716401
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1480642716423
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.0.v20100513,"org.eclipse.equinox.p2.touchpoint.eclipse",1480642716423
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1480642716423
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1480642716456
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1480642716456
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1480642716456
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1480642716456
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1480642716457
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1480642716457
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1480642716457
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1480642716457
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1480642716457
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1480642716457
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1480642716458
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1480642716458
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1480642716458
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1480642716458
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1480642716458
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1480642716458
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1480642716458
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1480642716458
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1480642716488
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1480642716488
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1480642716488
started,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1480642716488
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1480642716488
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1480642716488
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1480642716488
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1480642716489
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1480642716489
os,sysinfo,,,"win32",1480642716492
arch,sysinfo,,,"x86_64",1480642716492
ws,sysinfo,,,"win32",1480642716492
locale,sysinfo,,,"en_US",1480642716492
processors,sysinfo,,,"8",1480642716492
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1480642716492
java.runtime.version,sysinfo,,,"1.7.0_11-b21",1480642716492
java.specification.name,sysinfo,,,"Java Platform API Specification",1480642716492
java.specification.vendor,sysinfo,,,"Oracle Corporation",1480642716492
java.specification.version,sysinfo,,,"1.7",1480642716492
java.vendor,sysinfo,,,"Oracle Corporation",1480642716492
java.version,sysinfo,,,"1.7.0_11",1480642716492
java.vm.info,sysinfo,,,"mixed mode",1480642716492
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1480642716492
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1480642716492
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1480642716492
java.vm.specification.version,sysinfo,,,"1.7",1480642716492
java.vm.vendor,sysinfo,,,"Oracle Corporation",1480642716492
java.vm.version,sysinfo,,,"23.6-b04",1480642716492
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1480642716536
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1480642716612
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1480642716735
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1480642716823
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1480642716859
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1480642717006
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1480642717032
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1480642717201
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1480642717244
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1480642717297
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1480642717416
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1480642717599
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642718885
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642727563
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1480642732001
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201006141710,"org.eclipse.cdt.debug.core",1480642732196
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui",1480642732213
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642732240
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642732427
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642732479
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642733941
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1480642738971
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642746210
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642746268
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642746283
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642748000
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1480642748009
opened,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642751429
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642751529
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642752094
closed,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642752103
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.2.v20100608-0100-e3x,"org.eclipse.cdt.mylyn.ui",1480642752213
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1480642760191
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642778195
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642778241
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642778255
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642779596
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1480642779602
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1480642784847
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1480642787497
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1480642798457
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1480642803100
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642813158
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1480642814241
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642820173
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642820202
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642820214
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642821673
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1480642821681
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642824489
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1480642824553
closed,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642824553
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642828145
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642829763
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1480642829771
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1480642829771
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.closeProject",1480642844596
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.ui",1480642855995
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.gnu.ui",1480642856068
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642856510
opened,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642888849
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642888901
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642889050
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1480642894155
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642896911
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642896941
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642896951
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642898275
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1480642898282
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642900320
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642908670
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642908709
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642908723
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642910026
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.debug",1480642910032
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1480642921164
opened,editor,org.eclipse.cdt.make.ui,7.0.0.201006141710,"org.eclipse.cdt.make.editor",1480642925497
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201006141710,"org.eclipse.cdt.make.editor",1480642925582
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642929224
closed,editor,org.eclipse.cdt.make.ui,7.0.0.201006141710,"org.eclipse.cdt.make.editor",1480642929224
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642936225
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642936405
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1480642938477
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.closeProject",1480642941569
closed,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1480642941918
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642944044
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642945492
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1480642945500
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1480642945500
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642953828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642959667
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642961226
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642962442
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1480642962521
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201006141710,"org.eclipse.cdt.debug.mi.ui",1480642962922
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.0.201006141710,"org.eclipse.cdt.debug.mi.core",1480642962923
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1480642962923
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201006141710,"org.eclipse.cdt.debug.ui.memory.search",1480642962923
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201006141710,"org.eclipse.cdt.dsf.gdb.ui",1480642962923
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.0.201006141710,"org.eclipse.cdt.dsf.ui",1480642962923
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201006141710,"org.eclipse.cdt.gdb.ui",1480642962923
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201006141710,"org.eclipse.cdt.dsf.gdb",1480642962923
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201006141710,"org.eclipse.cdt.launch",1480642962923
